system,subset,step,lambda,repeat_index,repeat_number,r_val_raw,path
tfim,early5,1300,1e-06,0,1,0.011658289625729203,<raw-result-omitted>
tfim,early5,1300,1e-06,1,2,0.011276064273974474,<raw-result-omitted>
tfim,early5,1300,1e-06,2,3,0.011434466598769951,<raw-result-omitted>
tfim,early5,1300,1e-06,3,4,0.011365374773155492,<raw-result-omitted>
tfim,early5,1300,1e-06,4,5,0.01167298157584413,<raw-result-omitted>
tfim,early5,1300,1e-06,5,6,0.010990871179576416,<raw-result-omitted>
tfim,early5,1300,1e-06,6,7,0.011085420909155914,<raw-result-omitted>
tfim,early5,1300,1e-06,7,8,0.011180155782499859,<raw-result-omitted>
tfim,early5,1300,1e-06,8,9,0.011302706645423315,<raw-result-omitted>
tfim,early5,1300,1e-06,9,10,0.011271922826031058,<raw-result-omitted>
tfim,early5,1300,1e-06,10,11,0.010709964379965907,<raw-result-omitted>
tfim,early5,1300,1e-06,11,12,0.01112073584057767,<raw-result-omitted>
tfim,early5,1300,1e-06,12,13,0.011326102593698085,<raw-result-omitted>
tfim,early5,1300,1e-06,13,14,0.011685201737831228,<raw-result-omitted>
tfim,early5,1300,1e-06,14,15,0.01139872799583938,<raw-result-omitted>
tfim,early5,1300,1e-06,15,16,0.011267607443114395,<raw-result-omitted>
tfim,early5,1300,1e-06,16,17,0.011885270686969082,<raw-result-omitted>
tfim,early5,1300,1e-06,17,18,0.011548631783327089,<raw-result-omitted>
tfim,early5,1300,1e-06,18,19,0.01109172364478871,<raw-result-omitted>
tfim,early5,1300,1e-06,19,20,0.011340764019590546,<raw-result-omitted>
tfim,early5,1300,1e-05,0,1,0.011995173360897187,<raw-result-omitted>
tfim,early5,1300,1e-05,1,2,0.011949810701128194,<raw-result-omitted>
tfim,early5,1300,1e-05,2,3,0.01207599537111096,<raw-result-omitted>
tfim,early5,1300,1e-05,3,4,0.012040995564928016,<raw-result-omitted>
tfim,early5,1300,1e-05,4,5,0.01221949938606411,<raw-result-omitted>
tfim,early5,1300,1e-05,5,6,0.011728656732929435,<raw-result-omitted>
tfim,early5,1300,1e-05,6,7,0.011886531554481987,<raw-result-omitted>
tfim,early5,1300,1e-05,7,8,0.011908286700369346,<raw-result-omitted>
tfim,early5,1300,1e-05,8,9,0.01167398008714263,<raw-result-omitted>
tfim,early5,1300,1e-05,9,10,0.011841934383306534,<raw-result-omitted>
tfim,early5,1300,1e-05,10,11,0.011520323074604823,<raw-result-omitted>
tfim,early5,1300,1e-05,11,12,0.01176901312327865,<raw-result-omitted>
tfim,early5,1300,1e-05,12,13,0.012012768051706334,<raw-result-omitted>
tfim,early5,1300,1e-05,13,14,0.012128099905829243,<raw-result-omitted>
tfim,early5,1300,1e-05,14,15,0.012049896738338235,<raw-result-omitted>
tfim,early5,1300,1e-05,15,16,0.011983408350941244,<raw-result-omitted>
tfim,early5,1300,1e-05,16,17,0.01254013468392444,<raw-result-omitted>
tfim,early5,1300,1e-05,17,18,0.012190362692700529,<raw-result-omitted>
tfim,early5,1300,1e-05,18,19,0.011461402479580763,<raw-result-omitted>
tfim,early5,1300,1e-05,19,20,0.011703409764523857,<raw-result-omitted>
tfim,early5,1300,0.0001,0,1,0.012744061621489871,<raw-result-omitted>
tfim,early5,1300,0.0001,1,2,0.012808670723590564,<raw-result-omitted>
tfim,early5,1300,0.0001,2,3,0.012975334373261767,<raw-result-omitted>
tfim,early5,1300,0.0001,3,4,0.012902516153583708,<raw-result-omitted>
tfim,early5,1300,0.0001,4,5,0.012982086080323793,<raw-result-omitted>
tfim,early5,1300,0.0001,5,6,0.012748940005096018,<raw-result-omitted>
tfim,early5,1300,0.0001,6,7,0.013012443022608535,<raw-result-omitted>
tfim,early5,1300,0.0001,7,8,0.012768439043819416,<raw-result-omitted>
tfim,early5,1300,0.0001,8,9,0.012335326202449967,<raw-result-omitted>
tfim,early5,1300,0.0001,9,10,0.012588233845029592,<raw-result-omitted>
tfim,early5,1300,0.0001,10,11,0.012505758104976845,<raw-result-omitted>
tfim,early5,1300,0.0001,11,12,0.012485496818091272,<raw-result-omitted>
tfim,early5,1300,0.0001,12,13,0.012666826999494219,<raw-result-omitted>
tfim,early5,1300,0.0001,13,14,0.012785466893340133,<raw-result-omitted>
tfim,early5,1300,0.0001,14,15,0.012726443409416463,<raw-result-omitted>
tfim,early5,1300,0.0001,15,16,0.0129078812289132,<raw-result-omitted>
tfim,early5,1300,0.0001,16,17,0.01343653631463463,<raw-result-omitted>
tfim,early5,1300,0.0001,17,18,0.012958257109069893,<raw-result-omitted>
tfim,early5,1300,0.0001,18,19,0.012306283244168867,<raw-result-omitted>
tfim,early5,1300,0.0001,19,20,0.012625362868448724,<raw-result-omitted>
tfim,early5,1300,0.001,0,1,0.013394715280336762,<raw-result-omitted>
tfim,early5,1300,0.001,1,2,0.013556487964767605,<raw-result-omitted>
tfim,early5,1300,0.001,2,3,0.013585970738480616,<raw-result-omitted>
tfim,early5,1300,0.001,3,4,0.01357330262105411,<raw-result-omitted>
tfim,early5,1300,0.001,4,5,0.013736863165269252,<raw-result-omitted>
tfim,early5,1300,0.001,5,6,0.013501424535468728,<raw-result-omitted>
tfim,early5,1300,0.001,6,7,0.013969582458190653,<raw-result-omitted>
tfim,early5,1300,0.001,7,8,0.013291880447793242,<raw-result-omitted>
tfim,early5,1300,0.001,8,9,0.012933171565056491,<raw-result-omitted>
tfim,early5,1300,0.001,9,10,0.013375394548192242,<raw-result-omitted>
tfim,early5,1300,0.001,10,11,0.013167456246351083,<raw-result-omitted>
tfim,early5,1300,0.001,11,12,0.01321756941096865,<raw-result-omitted>
tfim,early5,1300,0.001,12,13,0.013450688288310619,<raw-result-omitted>
tfim,early5,1300,0.001,13,14,0.013487911521627864,<raw-result-omitted>
tfim,early5,1300,0.001,14,15,0.013102088562793998,<raw-result-omitted>
tfim,early5,1300,0.001,15,16,0.013823592464893683,<raw-result-omitted>
tfim,early5,1300,0.001,16,17,0.013895285890679373,<raw-result-omitted>
tfim,early5,1300,0.001,17,18,0.013533968929092885,<raw-result-omitted>
tfim,early5,1300,0.001,18,19,0.01294699966960215,<raw-result-omitted>
tfim,early5,1300,0.001,19,20,0.013290644123519477,<raw-result-omitted>
tfim,early5,1300,0.01,0,1,0.013910833755247487,<raw-result-omitted>
tfim,early5,1300,0.01,1,2,0.01411730504707187,<raw-result-omitted>
tfim,early5,1300,0.01,2,3,0.014098575382791904,<raw-result-omitted>
tfim,early5,1300,0.01,3,4,0.014046457912262816,<raw-result-omitted>
tfim,early5,1300,0.01,4,5,0.014028675115364719,<raw-result-omitted>
tfim,early5,1300,0.01,5,6,0.014019509366221587,<raw-result-omitted>
tfim,early5,1300,0.01,6,7,0.014444788891969682,<raw-result-omitted>
tfim,early5,1300,0.01,7,8,0.013679116490035125,<raw-result-omitted>
tfim,early5,1300,0.01,8,9,0.013485212365130284,<raw-result-omitted>
tfim,early5,1300,0.01,9,10,0.013849143659737443,<raw-result-omitted>
tfim,early5,1300,0.01,10,11,0.013626511531622823,<raw-result-omitted>
tfim,early5,1300,0.01,11,12,0.013817894876717196,<raw-result-omitted>
tfim,early5,1300,0.01,12,13,0.014031924917413903,<raw-result-omitted>
tfim,early5,1300,0.01,13,14,0.014016133236937579,<raw-result-omitted>
tfim,early5,1300,0.01,14,15,0.013522476762018945,<raw-result-omitted>
tfim,early5,1300,0.01,15,16,0.014340508139659647,<raw-result-omitted>
tfim,early5,1300,0.01,16,17,0.014205308526471953,<raw-result-omitted>
tfim,early5,1300,0.01,17,18,0.013943737331794603,<raw-result-omitted>
tfim,early5,1300,0.01,18,19,0.013334967627349589,<raw-result-omitted>
tfim,early5,1300,0.01,19,20,0.013708085264465285,<raw-result-omitted>
tfim,early5,1300,0.1,0,1,0.014398863145827459,<raw-result-omitted>
tfim,early5,1300,0.1,1,2,0.014495967626187593,<raw-result-omitted>
tfim,early5,1300,0.1,2,3,0.014694265061672956,<raw-result-omitted>
tfim,early5,1300,0.1,3,4,0.014472210793976217,<raw-result-omitted>
tfim,early5,1300,0.1,4,5,0.01443637716559296,<raw-result-omitted>
tfim,early5,1300,0.1,5,6,0.014464560718485016,<raw-result-omitted>
tfim,early5,1300,0.1,6,7,0.014585714614472632,<raw-result-omitted>
tfim,early5,1300,0.1,7,8,0.014387217285210474,<raw-result-omitted>
tfim,early5,1300,0.1,8,9,0.014073613340335812,<raw-result-omitted>
tfim,early5,1300,0.1,9,10,0.014341491757971662,<raw-result-omitted>
tfim,early5,1300,0.1,10,11,0.014311357750991224,<raw-result-omitted>
tfim,early5,1300,0.1,11,12,0.014285931058604696,<raw-result-omitted>
tfim,early5,1300,0.1,12,13,0.014518992539799522,<raw-result-omitted>
tfim,early5,1300,0.1,13,14,0.014250955633573563,<raw-result-omitted>
tfim,early5,1300,0.1,14,15,0.014346161568756687,<raw-result-omitted>
tfim,early5,1300,0.1,15,16,0.014657595870380537,<raw-result-omitted>
tfim,early5,1300,0.1,16,17,0.01444299604149387,<raw-result-omitted>
tfim,early5,1300,0.1,17,18,0.014365909294466015,<raw-result-omitted>
tfim,early5,1300,0.1,18,19,0.014100320249333175,<raw-result-omitted>
tfim,early5,1300,0.1,19,20,0.014115035256340114,<raw-result-omitted>
tfim,early5,1400,1e-08,0,1,0.012598378827002023,<raw-result-omitted>
tfim,early5,1400,1e-08,1,2,0.012562755561426275,<raw-result-omitted>
tfim,early5,1400,1e-08,2,3,0.011955959597441966,<raw-result-omitted>
tfim,early5,1400,1e-08,3,4,0.012458933172689672,<raw-result-omitted>
tfim,early5,1400,1e-08,4,5,0.012418564418653855,<raw-result-omitted>
tfim,early5,1400,1e-08,5,6,0.012408502252794905,<raw-result-omitted>
tfim,early5,1400,1e-08,6,7,0.0125038884121647,<raw-result-omitted>
tfim,early5,1400,1e-08,7,8,0.0127003651306709,<raw-result-omitted>
tfim,early5,1400,1e-08,8,9,0.01204265200717932,<raw-result-omitted>
tfim,early5,1400,1e-08,9,10,0.012250958692108151,<raw-result-omitted>
tfim,early5,1400,1e-08,10,11,0.011802512329781575,<raw-result-omitted>
tfim,early5,1400,1e-08,11,12,0.012845630197024921,<raw-result-omitted>
tfim,early5,1400,1e-08,12,13,0.01286766257016651,<raw-result-omitted>
tfim,early5,1400,1e-08,13,14,0.012664484972584376,<raw-result-omitted>
tfim,early5,1400,1e-08,14,15,0.01270235350447419,<raw-result-omitted>
tfim,early5,1400,1e-08,15,16,0.012291211246180291,<raw-result-omitted>
tfim,early5,1400,1e-08,16,17,0.012282713679235821,<raw-result-omitted>
tfim,early5,1400,1e-08,17,18,0.012397582989489047,<raw-result-omitted>
tfim,early5,1400,1e-08,18,19,0.01234029965287526,<raw-result-omitted>
tfim,early5,1400,1e-08,19,20,0.012413029115317775,<raw-result-omitted>
tfim,early5,1400,1e-07,0,1,0.012233948085806324,<raw-result-omitted>
tfim,early5,1400,1e-07,1,2,0.012112199184158557,<raw-result-omitted>
tfim,early5,1400,1e-07,2,3,0.01159678637484525,<raw-result-omitted>
tfim,early5,1400,1e-07,3,4,0.012002508286421415,<raw-result-omitted>
tfim,early5,1400,1e-07,4,5,0.012010618183372884,<raw-result-omitted>
tfim,early5,1400,1e-07,5,6,0.012101554910338593,<raw-result-omitted>
tfim,early5,1400,1e-07,6,7,0.012171794266471985,<raw-result-omitted>
tfim,early5,1400,1e-07,7,8,0.012248273825248169,<raw-result-omitted>
tfim,early5,1400,1e-07,8,9,0.01174852588629132,<raw-result-omitted>
tfim,early5,1400,1e-07,9,10,0.01190124586590334,<raw-result-omitted>
tfim,early5,1400,1e-07,10,11,0.0114867165973062,<raw-result-omitted>
tfim,early5,1400,1e-07,11,12,0.012492845719662762,<raw-result-omitted>
tfim,early5,1400,1e-07,12,13,0.012437301332110599,<raw-result-omitted>
tfim,early5,1400,1e-07,13,14,0.012246534050196208,<raw-result-omitted>
tfim,early5,1400,1e-07,14,15,0.012337410621486758,<raw-result-omitted>
tfim,early5,1400,1e-07,15,16,0.011929097788406324,<raw-result-omitted>
tfim,early5,1400,1e-07,16,17,0.011997504046278393,<raw-result-omitted>
tfim,early5,1400,1e-07,17,18,0.011906373265239856,<raw-result-omitted>
tfim,early5,1400,1e-07,18,19,0.011945578944924064,<raw-result-omitted>
tfim,early5,1400,1e-07,19,20,0.012179604121163031,<raw-result-omitted>
tfim,early5,1400,1e-06,0,1,0.010614347602987866,<raw-result-omitted>
tfim,early5,1400,1e-06,1,2,0.010475625978784826,<raw-result-omitted>
tfim,early5,1400,1e-06,2,3,0.010120301777755969,<raw-result-omitted>
tfim,early5,1400,1e-06,3,4,0.01024595731001775,<raw-result-omitted>
tfim,early5,1400,1e-06,4,5,0.010278329540358636,<raw-result-omitted>
tfim,early5,1400,1e-06,5,6,0.010462880255134789,<raw-result-omitted>
tfim,early5,1400,1e-06,6,7,0.010465037960837219,<raw-result-omitted>
tfim,early5,1400,1e-06,7,8,0.010644836832515856,<raw-result-omitted>
tfim,early5,1400,1e-06,8,9,0.010101460583848218,<raw-result-omitted>
tfim,early5,1400,1e-06,9,10,0.010217117946624702,<raw-result-omitted>
tfim,early5,1400,1e-06,10,11,0.010051638043906887,<raw-result-omitted>
tfim,early5,1400,1e-06,11,12,0.010689928928361805,<raw-result-omitted>
tfim,early5,1400,1e-06,12,13,0.010532802238124249,<raw-result-omitted>
tfim,early5,1400,1e-06,13,14,0.010637842982728013,<raw-result-omitted>
tfim,early5,1400,1e-06,14,15,0.010726221163560604,<raw-result-omitted>
tfim,early5,1400,1e-06,15,16,0.01014893344466828,<raw-result-omitted>
tfim,early5,1400,1e-06,16,17,0.010167426651088102,<raw-result-omitted>
tfim,early5,1400,1e-06,17,18,0.010313927941082974,<raw-result-omitted>
tfim,early5,1400,1e-06,18,19,0.010348050798039757,<raw-result-omitted>
tfim,early5,1400,1e-06,19,20,0.010387831878509238,<raw-result-omitted>
tfim,early5,1400,1e-05,0,1,0.011241624527829936,<raw-result-omitted>
tfim,early5,1400,1e-05,1,2,0.011204007201686966,<raw-result-omitted>
tfim,early5,1400,1e-05,2,3,0.010662321726974006,<raw-result-omitted>
tfim,early5,1400,1e-05,3,4,0.010853596012638637,<raw-result-omitted>
tfim,early5,1400,1e-05,4,5,0.010757834129344196,<raw-result-omitted>
tfim,early5,1400,1e-05,5,6,0.011211911946968035,<raw-result-omitted>
tfim,early5,1400,1e-05,6,7,0.010916507821813847,<raw-result-omitted>
tfim,early5,1400,1e-05,7,8,0.011232065183432997,<raw-result-omitted>
tfim,early5,1400,1e-05,8,9,0.010886172164401763,<raw-result-omitted>
tfim,early5,1400,1e-05,9,10,0.010914728367408331,<raw-result-omitted>
tfim,early5,1400,1e-05,10,11,0.01088728555320917,<raw-result-omitted>
tfim,early5,1400,1e-05,11,12,0.011149546868613653,<raw-result-omitted>
tfim,early5,1400,1e-05,12,13,0.010920926475331648,<raw-result-omitted>
tfim,early5,1400,1e-05,13,14,0.01133210459303997,<raw-result-omitted>
tfim,early5,1400,1e-05,14,15,0.011706075600283026,<raw-result-omitted>
tfim,early5,1400,1e-05,15,16,0.01111086477193083,<raw-result-omitted>
tfim,early5,1400,1e-05,16,17,0.010794011170002126,<raw-result-omitted>
tfim,early5,1400,1e-05,17,18,0.010953353139263464,<raw-result-omitted>
tfim,early5,1400,1e-05,18,19,0.011229886658606882,<raw-result-omitted>
tfim,early5,1400,1e-05,19,20,0.010767974081596111,<raw-result-omitted>
tfim,early5,1400,0.0001,0,1,0.011880582127562779,<raw-result-omitted>
tfim,early5,1400,0.0001,1,2,0.011995450886459008,<raw-result-omitted>
tfim,early5,1400,0.0001,2,3,0.011369191945410067,<raw-result-omitted>
tfim,early5,1400,0.0001,3,4,0.011856861821987546,<raw-result-omitted>
tfim,early5,1400,0.0001,4,5,0.011438000980267558,<raw-result-omitted>
tfim,early5,1400,0.0001,5,6,0.011942988561880991,<raw-result-omitted>
tfim,early5,1400,0.0001,6,7,0.011538823297044615,<raw-result-omitted>
tfim,early5,1400,0.0001,7,8,0.01188704464425144,<raw-result-omitted>
tfim,early5,1400,0.0001,8,9,0.011669357740389474,<raw-result-omitted>
tfim,early5,1400,0.0001,9,10,0.01172232925670544,<raw-result-omitted>
tfim,early5,1400,0.0001,10,11,0.011780558591491137,<raw-result-omitted>
tfim,early5,1400,0.0001,11,12,0.011998354106092053,<raw-result-omitted>
tfim,early5,1400,0.0001,12,13,0.011905865739500983,<raw-result-omitted>
tfim,early5,1400,0.0001,13,14,0.012114442544046358,<raw-result-omitted>
tfim,early5,1400,0.0001,14,15,0.012562074918386273,<raw-result-omitted>
tfim,early5,1400,0.0001,15,16,0.012044110275343144,<raw-result-omitted>
tfim,early5,1400,0.0001,16,17,0.011661851760571874,<raw-result-omitted>
tfim,early5,1400,0.0001,17,18,0.011820141950829532,<raw-result-omitted>
tfim,early5,1400,0.0001,18,19,0.012243237927023629,<raw-result-omitted>
tfim,early5,1400,0.0001,19,20,0.01143127367083473,<raw-result-omitted>
tfim,early5,1400,0.001,0,1,0.012389559786940563,<raw-result-omitted>
tfim,early5,1400,0.001,1,2,0.012730559219245319,<raw-result-omitted>
tfim,early5,1400,0.001,2,3,0.01212553955085371,<raw-result-omitted>
tfim,early5,1400,0.001,3,4,0.012764434738655187,<raw-result-omitted>
tfim,early5,1400,0.001,4,5,0.01224292786898237,<raw-result-omitted>
tfim,early5,1400,0.001,5,6,0.012342002085308867,<raw-result-omitted>
tfim,early5,1400,0.001,6,7,0.012232607705149333,<raw-result-omitted>
tfim,early5,1400,0.001,7,8,0.012425669847879475,<raw-result-omitted>
tfim,early5,1400,0.001,8,9,0.012263969616596319,<raw-result-omitted>
tfim,early5,1400,0.001,9,10,0.012337250105125801,<raw-result-omitted>
tfim,early5,1400,0.001,10,11,0.012329811108427928,<raw-result-omitted>
tfim,early5,1400,0.001,11,12,0.012674138871959005,<raw-result-omitted>
tfim,early5,1400,0.001,12,13,0.012843217072621855,<raw-result-omitted>
tfim,early5,1400,0.001,13,14,0.01279684452806095,<raw-result-omitted>
tfim,early5,1400,0.001,14,15,0.01329899943173735,<raw-result-omitted>
tfim,early5,1400,0.001,15,16,0.0129542582713747,<raw-result-omitted>
tfim,early5,1400,0.001,16,17,0.012428018771312171,<raw-result-omitted>
tfim,early5,1400,0.001,17,18,0.012791876224926035,<raw-result-omitted>
tfim,early5,1400,0.001,18,19,0.012896250361724211,<raw-result-omitted>
tfim,early5,1400,0.001,19,20,0.01228912820855416,<raw-result-omitted>
tfim,early5,1400,0.01,0,1,0.012861619356979832,<raw-result-omitted>
tfim,early5,1400,0.01,1,2,0.013373829703924547,<raw-result-omitted>
tfim,early5,1400,0.01,2,3,0.012901346144751472,<raw-result-omitted>
tfim,early5,1400,0.01,3,4,0.01338297585001972,<raw-result-omitted>
tfim,early5,1400,0.01,4,5,0.012998688446541656,<raw-result-omitted>
tfim,early5,1400,0.01,5,6,0.012780270115403967,<raw-result-omitted>
tfim,early5,1400,0.01,6,7,0.012797357882257582,<raw-result-omitted>
tfim,early5,1400,0.01,7,8,0.012866605470393033,<raw-result-omitted>
tfim,early5,1400,0.01,8,9,0.01282922099356949,<raw-result-omitted>
tfim,early5,1400,0.01,9,10,0.012899316749114119,<raw-result-omitted>
tfim,early5,1400,0.01,10,11,0.012827340703858714,<raw-result-omitted>
tfim,early5,1400,0.01,11,12,0.013038980667339377,<raw-result-omitted>
tfim,early5,1400,0.01,12,13,0.013499225823991986,<raw-result-omitted>
tfim,early5,1400,0.01,13,14,0.013231340910496315,<raw-result-omitted>
tfim,early5,1400,0.01,14,15,0.013750636342288052,<raw-result-omitted>
tfim,early5,1400,0.01,15,16,0.013633782725817063,<raw-result-omitted>
tfim,early5,1400,0.01,16,17,0.013176268323061447,<raw-result-omitted>
tfim,early5,1400,0.01,17,18,0.01361576212303559,<raw-result-omitted>
tfim,early5,1400,0.01,18,19,0.013241919005734983,<raw-result-omitted>
tfim,early5,1400,0.01,19,20,0.01292577695800248,<raw-result-omitted>
tfim,early5,1400,0.1,0,1,0.013308674713197417,<raw-result-omitted>
tfim,early5,1400,0.1,1,2,0.013608206893455349,<raw-result-omitted>
tfim,early5,1400,0.1,2,3,0.013373918873868735,<raw-result-omitted>
tfim,early5,1400,0.1,3,4,0.013568279106820607,<raw-result-omitted>
tfim,early5,1400,0.1,4,5,0.013427395858807062,<raw-result-omitted>
tfim,early5,1400,0.1,5,6,0.013312342810451908,<raw-result-omitted>
tfim,early5,1400,0.1,6,7,0.013468220554465223,<raw-result-omitted>
tfim,early5,1400,0.1,7,8,0.013419693785575004,<raw-result-omitted>
tfim,early5,1400,0.1,8,9,0.013366564845394772,<raw-result-omitted>
tfim,early5,1400,0.1,9,10,0.013564927215385209,<raw-result-omitted>
tfim,early5,1400,0.1,10,11,0.013408236863934424,<raw-result-omitted>
tfim,early5,1400,0.1,11,12,0.013403251564693332,<raw-result-omitted>
tfim,early5,1400,0.1,12,13,0.013961297263164342,<raw-result-omitted>
tfim,early5,1400,0.1,13,14,0.013575984844779187,<raw-result-omitted>
tfim,early5,1400,0.1,14,15,0.014093956060346347,<raw-result-omitted>
tfim,early5,1400,0.1,15,16,0.013790677764300699,<raw-result-omitted>
tfim,early5,1400,0.1,16,17,0.013507051459236141,<raw-result-omitted>
tfim,early5,1400,0.1,17,18,0.013889628186041461,<raw-result-omitted>
tfim,early5,1400,0.1,18,19,0.013404135586841677,<raw-result-omitted>
tfim,early5,1400,0.1,19,20,0.013513653582741696,<raw-result-omitted>
tfim,early5,1500,1e-08,0,1,0.011044863650902488,<raw-result-omitted>
tfim,early5,1500,1e-08,1,2,0.010930346669870201,<raw-result-omitted>
tfim,early5,1500,1e-08,2,3,0.011196938073026883,<raw-result-omitted>
tfim,early5,1500,1e-08,3,4,0.011024615513492743,<raw-result-omitted>
tfim,early5,1500,1e-08,4,5,0.011416133416680713,<raw-result-omitted>
tfim,early5,1500,1e-08,5,6,0.010780705634313945,<raw-result-omitted>
tfim,early5,1500,1e-08,6,7,0.011345771488255049,<raw-result-omitted>
tfim,early5,1500,1e-08,7,8,0.011269392509597746,<raw-result-omitted>
tfim,early5,1500,1e-08,8,9,0.010679601236832753,<raw-result-omitted>
tfim,early5,1500,1e-08,9,10,0.011024097977407924,<raw-result-omitted>
tfim,early5,1500,1e-08,10,11,0.010926560914643288,<raw-result-omitted>
tfim,early5,1500,1e-08,11,12,0.011311979824943239,<raw-result-omitted>
tfim,early5,1500,1e-08,12,13,0.011133073637480544,<raw-result-omitted>
tfim,early5,1500,1e-08,13,14,0.010830074011903734,<raw-result-omitted>
tfim,early5,1500,1e-08,14,15,0.01075091696912476,<raw-result-omitted>
tfim,early5,1500,1e-08,15,16,0.011172963135470663,<raw-result-omitted>
tfim,early5,1500,1e-08,16,17,0.011552985984298146,<raw-result-omitted>
tfim,early5,1500,1e-08,17,18,0.01140824087967527,<raw-result-omitted>
tfim,early5,1500,1e-08,18,19,0.011259088122065362,<raw-result-omitted>
tfim,early5,1500,1e-08,19,20,0.011468340860408514,<raw-result-omitted>
tfim,early5,1500,1e-07,0,1,0.0107655444189198,<raw-result-omitted>
tfim,early5,1500,1e-07,1,2,0.010691849275530818,<raw-result-omitted>
tfim,early5,1500,1e-07,2,3,0.010790406244753754,<raw-result-omitted>
tfim,early5,1500,1e-07,3,4,0.010676705936544153,<raw-result-omitted>
tfim,early5,1500,1e-07,4,5,0.011078174475611234,<raw-result-omitted>
tfim,early5,1500,1e-07,5,6,0.010411509112758708,<raw-result-omitted>
tfim,early5,1500,1e-07,6,7,0.011158514626786964,<raw-result-omitted>
tfim,early5,1500,1e-07,7,8,0.010941584239951316,<raw-result-omitted>
tfim,early5,1500,1e-07,8,9,0.010438982249561912,<raw-result-omitted>
tfim,early5,1500,1e-07,9,10,0.010655834612653018,<raw-result-omitted>
tfim,early5,1500,1e-07,10,11,0.010587523092960884,<raw-result-omitted>
tfim,early5,1500,1e-07,11,12,0.011030121501289583,<raw-result-omitted>
tfim,early5,1500,1e-07,12,13,0.0108504442761986,<raw-result-omitted>
tfim,early5,1500,1e-07,13,14,0.010576748995456001,<raw-result-omitted>
tfim,early5,1500,1e-07,14,15,0.010436449236276108,<raw-result-omitted>
tfim,early5,1500,1e-07,15,16,0.010863220120678087,<raw-result-omitted>
tfim,early5,1500,1e-07,16,17,0.011283170357337734,<raw-result-omitted>
tfim,early5,1500,1e-07,17,18,0.011064559475400287,<raw-result-omitted>
tfim,early5,1500,1e-07,18,19,0.010812405720312664,<raw-result-omitted>
tfim,early5,1500,1e-07,19,20,0.011071952094730067,<raw-result-omitted>
tfim,early5,1500,1e-06,0,1,0.009138772388815757,<raw-result-omitted>
tfim,early5,1500,1e-06,1,2,0.009089790465804755,<raw-result-omitted>
tfim,early5,1500,1e-06,2,3,0.0092665633595516,<raw-result-omitted>
tfim,early5,1500,1e-06,3,4,0.009156229469538382,<raw-result-omitted>
tfim,early5,1500,1e-06,4,5,0.009478261198098338,<raw-result-omitted>
tfim,early5,1500,1e-06,5,6,0.008988416566849055,<raw-result-omitted>
tfim,early5,1500,1e-06,6,7,0.00948193659109804,<raw-result-omitted>
tfim,early5,1500,1e-06,7,8,0.00920437186372153,<raw-result-omitted>
tfim,early5,1500,1e-06,8,9,0.008925325829683712,<raw-result-omitted>
tfim,early5,1500,1e-06,9,10,0.00901101718707524,<raw-result-omitted>
tfim,early5,1500,1e-06,10,11,0.009173887623045489,<raw-result-omitted>
tfim,early5,1500,1e-06,11,12,0.009495706202188422,<raw-result-omitted>
tfim,early5,1500,1e-06,12,13,0.009179618518073637,<raw-result-omitted>
tfim,early5,1500,1e-06,13,14,0.008962213678917572,<raw-result-omitted>
tfim,early5,1500,1e-06,14,15,0.008998745048299013,<raw-result-omitted>
tfim,early5,1500,1e-06,15,16,0.009318990557707366,<raw-result-omitted>
tfim,early5,1500,1e-06,16,17,0.00961759994643567,<raw-result-omitted>
tfim,early5,1500,1e-06,17,18,0.009442713155570411,<raw-result-omitted>
tfim,early5,1500,1e-06,18,19,0.009274690640990629,<raw-result-omitted>
tfim,early5,1500,1e-06,19,20,0.009426662050684096,<raw-result-omitted>
tfim,early5,1500,1e-05,0,1,0.009920877020777022,<raw-result-omitted>
tfim,early5,1500,1e-05,1,2,0.009637200996547936,<raw-result-omitted>
tfim,early5,1500,1e-05,2,3,0.009964409131757387,<raw-result-omitted>
tfim,early5,1500,1e-05,3,4,0.00980050550986553,<raw-result-omitted>
tfim,early5,1500,1e-05,4,5,0.00991571247265516,<raw-result-omitted>
tfim,early5,1500,1e-05,5,6,0.009864645035535715,<raw-result-omitted>
tfim,early5,1500,1e-05,6,7,0.010059049493663309,<raw-result-omitted>
tfim,early5,1500,1e-05,7,8,0.009747883557362736,<raw-result-omitted>
tfim,early5,1500,1e-05,8,9,0.009562498719536721,<raw-result-omitted>
tfim,early5,1500,1e-05,9,10,0.00973541296261831,<raw-result-omitted>
tfim,early5,1500,1e-05,10,11,0.00977969791086834,<raw-result-omitted>
tfim,early5,1500,1e-05,11,12,0.010116123291715459,<raw-result-omitted>
tfim,early5,1500,1e-05,12,13,0.00974804779411927,<raw-result-omitted>
tfim,early5,1500,1e-05,13,14,0.009576045157352721,<raw-result-omitted>
tfim,early5,1500,1e-05,14,15,0.009744001509410474,<raw-result-omitted>
tfim,early5,1500,1e-05,15,16,0.009846392404184084,<raw-result-omitted>
tfim,early5,1500,1e-05,16,17,0.010106881960733538,<raw-result-omitted>
tfim,early5,1500,1e-05,17,18,0.010016432289352943,<raw-result-omitted>
tfim,early5,1500,1e-05,18,19,0.009936960777390532,<raw-result-omitted>
tfim,early5,1500,1e-05,19,20,0.009949802719609147,<raw-result-omitted>
tfim,early5,1500,0.0001,0,1,0.010958580722330281,<raw-result-omitted>
